text,label_gt
i was issued a card about a week ago why hasnt it come in yet,11
can you please tell me where my card is i ordered it 2 weeks ago,11
i still havent received my card in the mail,11
im still waiting for my card that was issued a week ago what should i do,11
i still havent gotten my new card when will it get here,11
do you have a tracking number for the card i was sent,11
how do i track the card you sent to me,11
is my new bank card on the way and is there a way to track it,11
could you send me and up date on the arrival of my card,11
how long does it take to recieve my new card,11
my card has not come in the mail yet,11
whats the card you sent mes tracking number,11
i havent got my card,11
why hasnt my card arrived yet,11
i thought i would have received my new card at this point,11
how long until my new card gets here,11
how much longer until i get my new card,11
am i able to track a card that has already been sent,11
is it possible to track the card you sent me,11
how long will it be to get this new card,11
how can i track card you sent,11
can the card was sen to me be tracked,11
why have i not got my new card,11
i need to track the card sent to me,11
its been two weeks and i havent gotten my card what do i do,11
i was expecting my new card by now,11
where is the tracking number for the card,11
i was issued a new card a week ago but still havent received it how long will it be until i receive it,11
can i track the card that you sent me in the mail,11
can you tell me if i can track the card you sent me,11
why have i not gotten my new card,11
im still waiting on my new card to be delivered,11
my new card isnt here and it was issued a week ago,11
i was supposed to receive my new card by now but it hasnt came in,11
is a tracking number available for the card that was just sent,11
why havent i gotten my new card,11
was there a number to track that i could get,11
how much longer is it going to take to get my new card,11
i havent gotten my credit card in the mail,11
my card hasnt arrived yet what do i do,11
my card still hasnt arrived after two weeks now what,11
my card appears to have never arrived,11
my card never arrived,11
my card has been found is there any way for me to put it back into the app,13
i was able to find my card how to i go about putting it into my app,13
how do i get my card to show in the app,13
i just got my card its not linked yethow do i do that,13
lost card found want to put it back in app,13
i just got a card how can i add it to the app,13
is there any way to see my card in the app,13
if i find a card i lost do i need to dispose of it or can i reactive the card and continue to use it,13
i found my card how can i put it into my app,13
how do i make my card show up in the app,13
can you show me where to link the new card,13
i found my old card can i link it back into the app,13
show me how to link the new card,13
how do i add an existing card to the app,13
i finally got my card now i want to link it is that something you have to do or can i do that,13
how do i link one of your card that i already have,13
if i have a physical card can i link it,13
i found my lost card in my jacket pocket this morning so id like to reactivate it please,13
can i add a card that i just found again to the app,13
how can i make my card show up in the app,13
i would like to reactivate my card it was previously reported lost but i found it this morning,13
okay i found my card can i put it back in the app,13
can i reactivate a card,13
i would like to reactivate a card and wondered if that could be done,13
i got my card now how do i make it show up in the app,13
how do i link an existing card,13
how do i link a new card in the app,13
the card i thought was lost was just in my jacket so can i reactivate it since i found it this morning,13
i already have a card and want to link it,13
can you please reactivate my card,13
where do i go to add a new card,13
i want my card i just received to show up in the app how do i do that,13
i received my card how do i get it to show in the app,13
if i have a credit card with you how i get set up to link to it,13
how do i add my new card,13
i want to reactivate my card i thought i had lost it but found it again this morning,13
i need a card reactivation i had reported my card lost but i ran across it in my jacket,13
my card is no longer lost how do i enter it back into the app,13
i want to reactivate my card i thought i had lost it but found it again in my jacket,13
may i reactivate my card i previously reported it lost but have now found it safe and sound,13
how do i reactivate a card i thought i lost,13
help me figure out how to link the new card,13
i found my lost card am i still able to use it,13
will i need a new card or can i put my old card back into the app,13
is there a way to link the card i just got,13
how do i add a new card,13
i want to reactivate my card i found it after thinking it was lost,13
can i put my old card back in the app,13
i got a new card how do i link it,13
i found the card i thought i lost this morning can i reactivate this card,13
how do i go about linking a new card,13
how do i get the card linked,13
i have one of your cards but i dont know how to link it,13
how do i link an old card,13
i received my card how do i link it to the app,13
now that i have my card how do i connect it to the app,13
how do i add the card i just received to show up in the app,13
i want to reactivate my card i thought i had lost it but i found it,13
what do i need to do to link my new card for my account,13
can i add a card to back into the app,13
i want to link my new card can you help,13
what is the process to link the new card,13
i found my card am i able to put it back into the app,13
i have found my lost or stolen card would i still have to activate the new card that was sent to me through the mail in order to access my account,13
where can i link a new card,13
how do i add a card on to the app,13
i found my card in my jacket this morning so can i reactivate it,13
ive obtained the card how do i enable it on the app,13
i need to find the card i received in the app,13
how do i get my card on the app,13
in the app how can i make it show the new card that arrived,13
how do i link my new card,13
can i activate a card in the app,13
i want to link to my card card with you how,13
i would like to link my card to my account,13
i thought i lost my card so i cancelled it but recently i found it in my jacket and i would like to reestablish the card,13
how can i link the new card,13
i got a new card and cant find where to link it,13
hey i have my card how do i get it to show in the app,13
where in the app do i go to make my new card show up,13
where do i scan my card,13
can i reactivate my card i reported it lost and found it this morning in my jacket,13
can i link my card i previously received,13
i want to reactivate my card i thought i had lost it but found it again in my jacket this morning,13
id lke my card reactivated i was thinking it was misplaced but i discovered when i woke up that i had left it in my coat,13
you sent me a card and now i want to link it,13
how do i add my new card to the app,13
can i add a card back to the app,13
what if i want to add a card i already have to the app,13
i recently reported my card as missinglost and i just found it can i still use it,13
could i reactivate my card please i couldnt find it but it turns out it was in my jacket pocket,13
is there a way to link cards if i have one of yours,13
if my card was lost or stolen can i relink it,13
how do i link a new card to an existing one,13
how do i link a new payment card,13
i would like to reactivate my card that i previously reported lost i located the card this morning,13
card has been received how will it show up on the app,13
can i relink a lost card with the app,13
what do i do to link my new card,13
is it possible to link a new card,13
i deactivated my card but would like to reactivate it,13
i found my card that i thought i had lost i need to reactive it please help,13
can i link a card of yours i already have,13
can i put my found card back into the app on my phone,13
my card arrived but i need to make it work in the app how do i do that,13
i found the card that i thought i lost and i would like to reactivate it,13
i found my card again can i put it back into the app,13
i need some help linking my new card,13
help me link my card,13
how do i link my card in the app,13
how do i get my card into the app,13
i found my card can i link it back into the app,13
how do i reactivate my card,13
where do i go to get my new card linked,13
i thought i lost my card but i found it today so i would like to reactivate it,13
how do i link the new card that i just got from you guys,13
how can i add a new card,13
can you tell me how to get my card on the app,13
is it possible to reactivate the card i thought i lost but found this morning in my jacket,13
how do i make my card appear on the app,13
how do i link the new card,13
where in the app do i link a new card,13
how do i add my card to the app once i get it,13
can i link your physical card,13
how do i activate and link my new card,13
i got a card how do i get it in the app,13
i received my new card where is it in the app,13
i found my card how can i use it again,13
i just received a new card where do i go to link it to my account,13
found card how to put it back in app,13
how do i see my card in the app,13
the card i thought i lost was in my jacket pocket this morning so can i reactivate that,13
i dont see my card anywhere in the app,13
i received my card how do i get it to work in the app,13
what do i do if i already had a card with you guys,13
if i found a lost card can i put it back in app,13
i have a card that was deactivated can i reactivate it,13
my new card isnt in my app how do i get it in there,13
help me access the card i already got so i can information from it,13
what is my money worth in other countries,32
will my money be of equal value when i travel abroad,32
do you know the rate of exchange,32
what foreign exchange rate will i get on weekdays and on the weekends,32
what is the exchange looking like,32
how is the exchange rate doing,32
i would like to know how exchange rates are calculated when transferring funds,32
i would like to know what exchange rates you use,32
if i need to cash foreign transfers how does that work,32
do you know what your exchange rates are,32
how do i know what exchange rate i will get,32
what are you exchange rates,32
do you have the best exchange rate,32
where can i find your exchange rates,32
your exchange rates come from where,32
i need to know what your exchange rates are,32
whats the process for exchanges,32
what do you think of the exchange rate,32
how are exchange rates calculated at this bank,32
what do you use to figure out the exchange rate for the card,32
whats the foreign exchange rate i will receive,32
i need to know what foreign exchange rate i can get,32
what are the current exchange rates,32
what exchange rate will i receive,32
what is the basis of your exchange rates,32
hows the exchange rate,32
how do you determine your exchange rates,32
how do the foreign exchange rates work,32
where are you getting your exchange rates from,32
how is the exchange rate calculated,32
im interested in what your exchange rates are based on,32
how do you decide what the exchange rates are,32
what is the current exchange rate,32
what is the formula for your exchange rate,32
what method do you use for the exchange rate,32
what are interbanks current exchange rates,32
from where are coming your exchange rates,32
how do you calculate exchange rates,32
why is your exchange rate different on different days,32
where can i find the exchange rate for my transfer,32
where can i get your exchange rates from,32
how do you find the exchange rate,32
how are exchange rates determined,32
what value can i get for my currency,32
please explain your exchange rate policy,32
what are your exchange rates calculated from,32
what is an exchange rate,32
what is your opinion on the exchange rate,32
what are the exchange rates you assign,32
how do you determine exchange rates,32
how are your exchange rates calculated,32
how is an exchange rate calculated,32
when exchanging how much are the rates,32
what is the exchange rate for eur,32
how can i find your exchange rates,32
could you please tell me your exchange rates,32
is there an exchange rate,32
how does the exchange rate work,32
what is the present state of the exchange rate,32
how are foreign exchange rates determined,32
hows the exchange rate looking right now,32
please explain the exchange rates,32
what is the foreign exchange rate you will apply,32
explain the interbank exchange rate,32
what will my exchange rate be,32
how do you get exchange rates,32
what exchange rates do you use,32
how will i know what the exchange rate is,32
what factors effect the exchange rate,32
where does the exchange rate stand right now,32
id like to know what the foreign exchange rate will be,32
does the exchange rate change,32
how do your exchange rates factor in,32
will i know which exchange rate i will get,32
how do i know what the exchange rate will be when i make an exchange,32
is the exchange rate the same on weekends as the weekdays,32
how do you do exchanges,32
on what do you base your exchange rates,32
how do you come up with your exchange rate,32
what factors determine your exchange rate,32
how are the exchange rates determined,32
i would like to know what your exchange rates are,32
is the exchange rate current,32
what are the exchange rates,32
how much are the rates of exchange,32
how do you decide what your exchange rates are,32
your exchange rates are coming from where,32
is there a specific source that the exchange rate for the transfer im planning on making is pulled from,32
how are the exchange rates for transfers calculated,32
how do i know how much money i will have when i travel abroad,32
how do you do currency exchanges,32
can you explain your exchange rates basis,32
how did you guys get your exchange rate,32
can you tell me your exchange rates,32
could you tell me what your exchange rates are,32
does this app have the same exchange rate as third parties,32
what are your exchange rates at,32
how is the current exchange rate,32
what is the system for determining the exchange rate,32
i am travelling and i was wondering what your exchange rates are,32
how can i tell what foreign exchange rate i will get,32
tell me your opinion on the exchange rate,32
id like to know what you guys look at to decide an exchange rate,32
how does the exchange rate work on this app,32
where do you find your exchange rates,32
i want to know your exchange rates,32
what exchange rate is it,32
what is the source of your exchange rates,32
i need to know about exchange rates,32
where do you get those exchange rates,32
how do you determine the exchange rate,32
what foreign exchange rate will i get,32
last saturday i was charged extra for the exchange rate on my payment is something wrong,17
hi i am disappointed to see such a bad exchange rate and hope you can assist me would you be able to confirm the official interbank exchange rate for me,17
i think the currency exchange thats been applied is wrong,17
the exchange rate i was charged for a purchase was not right,17
can you please explain why the exchange rate for the item i bought is wrong,17
i think something went wrong with my exchange between russian ruble and uk pounds i was overcharged during the swap,17
my payment has an incorrect exchange rate,17
my exchange rate looks wrong for my last payment,17
the exchange rate you are using is badthis cant be the official interbank exchange rate,17
i was charged the wing amount for an item,17
the exchange rate on my payment was wrong,17
why is the exchange rate terrible that cant be close to the actual interbank rate,17
an incorrect exchange rate was applied to an item i bought,17
the exchange rate was incorrect for an item i bought,17
the exchange rate on my payment doesnt look right,17
i just saw the exchange rate you use but its so bad that i cant believe that its the official interbank exchange rate is this truly the official interbank exchange rate,17
this exchange rate you use is awful please tell me this is a mistake and not the official interbank exchange rate,17
after purchasing an item i noticed the exchange rate was incorrect,17
the amount of exchange was not correct for the item i bought,17
the exchange rate from my card payment isnt right,17
my exchange rate isnt correct,17
why was the exchange rate so wrong when i bought something,17
my exchange rate was wrong for an item i bought,17
i was using a foreign currecy to make a payment and the applied the wrong rate,17
the exchange rate was incorrect for this item i bought,17
i purchased something overseas and the incorrect exchange rate was applied,17
the exchange rate is incorrect for my payment,17
the item i bought exchanged rate was incorrect,17
im on holiday and i noticed a different amount for exchange rate can you explain,17
i bought something in another country but the exchange rate is wrong,17
i bought an item and the exchange rate was wrong,17
exchange rate for my card payment is wrong,17
the exchange rate at which my card payment is at is wrong,17
there was a problem with the exchange rate on a purchase,17
i recently purchased something and the exchange rate was wrong,17
what if there is an error on the exchange rate,17
why is my exchange rate wrong,17
please check my payment from last saturday as i feel i have been overcharged on the exchange rate thank you,17
i used foreign currency to buy something and i think the rate applied is incorrect,17
this exchange rate on my purchase is wrong,17
why is your exchange rate so bad,17
the exchange rate looks wrong on a holiday purchase,17
i purchased something abroad and the exchange rate that was applied was wrong,17
i bought something and i take issue with the exchange rate applied,17
i think there has been a mistake on my exchange rate for this purchase,17
you did not give me the correct exchange rate for an item that i bought,17
i checked on google and the exchange rate you are using is really bad can you update it,17
i seem to have been charged to much for my holiday purchases the exchange rate is wrong,17
in regards to my card payment the exchange rate is incorrect,17
i bough an item and the exchange rate was incorrect,17
why did you charge me more for my purchase it was a foreign currency and you didnt offer market rate,17
i question todays exchange rate for rubles into pounds i was hoping for a better return,17
i feel as though i have been over charged for the exchange rate on my payment on last saturday,17
my currency rate is inaccurate,17
the currency exchange rate was wrong for a purchase i made,17
i purchased something abroad and the incorrect exchange rate was applied,17
your exchange rate was off i was charged extra on my payment that i made last saturday,17
i was charged the wrong exchange rate on a purchase,17
can you change the rate for the item i bought in a different currency as it is wrong,17
the currency exchange for my purchase in foreign currency is incorrect,17
i noticed the currency exchange rate was incorrect after paying for something in a foreign country,17
my foreign currency exchange has been applied incorrectly,17
why isnt my purchase exchange rate correct,17
i noticed that the exchange rate applied to a recent purchase i made abroad was incorrect,17
i purchased something while traveling and the exchange rate applied was wrong,17
why is the exchange rate different on my recent purchase,17
the fee charged when i changed rubles into british pounds was too much,17
i wasnt charged the correct exchange rate for an item i purchased,17
does the fee for exchange change,17
the rate applied to my purchase in a foreign currency was wrong,17
i bought something while traveling and the exchange rate was wrong,17
something is wrong with my exchange rate charge,17
seems like the exchange rate for my payment last saturday was wrong i was charged extra,17
it seems that something went wrong with my exchange i changed russian ruble into uk pounds but have been charged entirely too much,17
i bought an item then noticed the exchange rate was wrong,17
the exchange rate applied is wrong for my international purchase,17
my card payment had the wrong exchange rate,17
they used the wrong rate when i made a purchase with foreign currency,17
does the exchange rate change each day for purchases there is a different rate on my purchase,17
it seems that the rate i got is incorrect,17
i exchanged russian rubles for british pounds today and got less than i expected was exchange rate correct,17
was i charged more than i should of been for a currency exchange,17
what do i do if the exchange rate was wrong for the item i bought overseas,17
my client was converting their russian ruble into uk pound currency when they noticed their bill was much too high for the exchange what happened,17
i have been overcharged i just changed over russian ruble to uk pounds and it was too much it seems something was wrong with my exchange,17
what is your exchange rate between uk pounds and russian rubles for my last transaction,17
i think there was an error in your exchange rate,17
the exchange rate was not correct for the item i bought,17
i noticed an extra charge on the purchase that i made last saturday on my account can you see if i received the correct exchange rate,17
my exchange seems to have something wrong with it i changed over russian ruble to uk pounds and it appears i was charged way more than i was supposed to be,17
the correct exchange rate wasnt given to me for an item i purchased,17
i bought something in another currency but the exchange rate was incorrect,17
the exchange rate is wrong from something i got in another country,17
the exchange rate given to me after a purchase was incorrect,17
my card payment has the wrong exchange rate,17
i have been charged way to much so something is apparently wrong with my exchange i changed russian ruble into uk pounds,17
why is the exchange rate different from what i expected,17
the exchange rate you are using is really badthis cant be the official interbank exchange rate,17
please check the exchange rate for my payment last saturday i believe i have been overcharged,17
why was i charged extra on my last uk pound to russian ruble exchange,17
the wrong exchange rate was used when i purchased an item,17
why was the wrong rate applied when i bought something in a different currency,17
i bought something abroad and the exchange rate applied is wrong,17
an item i bought had the wrong exchange rate applied,17
i think the rate that was applied to my purchase using foreign currency is wrong help,17
why was my exchange rate a different amount than usual,17
i want to change the wrong exchange rate,17
i recently bought something abroad but the exchange rate is incorrect why,17
the exchange rate youre using is terrible this cant be the official interbank exchange rate can it,17
i did not receive the correct amount for the exchange rate,17
i guess exchange rate for my payment was not correct as i charged extra on the last saturday,17
the exchange rate for my payment last saturday must be wrong because i was charged extra,17
are you sure this is the interbank exchange rate this rate is really bad,17
the exchange rate you are using is really bad this cant possibly be the official interbank exchange rate,17
i believe you charged me too much to exchange my money,17
i changed the currency but why is it costing more,17
why was the exchange wrong for the item i purchased,17
i made an international purchase but the exchange rate was wrong,17
my purchase used the wrong exchange rate,17
i have been charged to much for the object i bought when abroad the exchange rate seems to be wrong,17
i made a purchase and was charged at the wrong foreign exchange rate,17
i think that the exchange rate was wrong for the payment made last saturday i was charged extra,17
why is the exchange rate for my payment incorrect,17
your foreign exchange rate is wrong,17
it looks like the exchange rates on my card payment are wrong,17
theres an error with the rate that is charged,17
i bought an item at the wrong exchange rate,17
i think the exchange rate on my card payment is incorrect,17
i bought an item that i was charged a different exchange rate for,17
i am not receiving the correct exchange rate on my card,17
when i purchased a product in another country the currency exchange was incorrect,17
the exchange rate used on your app is really bad im considering closing my account because of it,17
i think i was charged extra on my payment on last saturday maybe the exchange rate was wrong id like a refund,17
i received the wrong exchange rate for an item i bought,17
are you ripping people off with the exchange rate it cant be that atrocious between banks,17
i dont think the charges made when i had currency exchanged are right,17
why am i being charged the wrong currency exchange when i purchased something abroad,17
the exchange rate for my card payment doesnt seem right,17
when i bought something abroad the exchange rate was wrong,17
i didnt receive the correct exchange rate for an item that i bought,17
why is the exchange rate on my card wrong,17
i am being charged the wrong amount on my card,17
the exchange rate is incorrect on an item i recently purchased in a foreign country,17
the exchange rate is incorrect for something i bought,17
my payment had a wrong exchange rate,17
the exchange rate for my electronic payment is incorrect,17
why was i charged a higher exchange rate when i bought something abroad,17
why didnt i receive the correct exchange rate for an item that i purchased,17
why is the exchange rate on my card payment different than i expected,17
my rate of exchange was wrong,17
i recently bought something in foreign currency and i am unsure of the exchange rate is this rate applied correctly,17
i purchased something abroad but the exchange rate is incorrect,17
a foreign purchase i made has the incorrect rate applied to it,17
when i was traveling abroad the exchange rate was applied wrong,17
theres an error in regards to the exchange rate for an item i bought,17
last saturday i made a payment and the exchange rate was wrong i was charged too much,17
the exchange rate is bad are you sure this is the exchange rate,17
i purchased an item and the exchange rate was wrong,17
exchange rate on a purchase was incorrect,17
im going on a trip soon and i needed to convert my russian ruble to uk pounds but when i did your company charged me above the exchange rate did you mess up my transaction,17
i was charged extra was the exchange rate for my payment last saturday wrong,17
the exchange rate that was applied for an international purchase was wrong,17
hello i believe there has been a mistake made on the exchange rate for my card could you please check the official interbank exchange rate for me,17
why am i being charged more on exchange with things i bought abroad,17
i have been charged more than i should for the presents i bought when abroad the problem seems to be the exchange rate,17
i made a purchase but the exchange rate is wrong,17
why on earth is the exchange rate so bad can i get a rate closer to the actual interbank rate,17
why is there an extra fee on my statement,34
why did they charge me an extra 1,34
why is there a 1 euro fee on my statement,34
why do i see an extra 1 charge on my statement,34
i am inquiring about a 1 charge on my statement,34
what is the 1 transaction on my account,34
what is this extra pound charge for,34
i was charged 1 in a transaction,34
what is the reason for the extra fee on my statement,34
there is a pending 1 charge on my statement i havent purchased anything for 1 why is it on my statement,34
have have a small charge on my account from someone i purchased with but im not sure what it relates to,34
i have a strange transaction for 1 on my statement what is that,34
i have no idea why there is a dollar that has been charged to my account,34
i have been charged a pound for something that appears on my statement,34
why is there a 1 charge on my statement,34
where did this extra 1 fee on my statement come from,34
is there a reason why there is an extra 1 charge on my account,34
can you tell me what this fee is on my statement,34
why has another fee been placed on my statement,34
there has been a charge pending on my account statement that i cant figue out its for a dollar,34
1 was in my statement as an extra fee,34
why is there an extra charge on my statement,34
hey i got charged extra for some reason when i purchased an app is this a hidden fee or something i dont think its very cool,34
i see a 1 charge in a transaction,34
i had to pay a pound more than i anticipated,34
there is a 1 extra fee in my statement,34
my statement contained a one pound extra fee,34
i checked my account today and saw that i was charged an extra pound that i did not spend,34
what is the extra 1 on my statement for,34
i see i was charged 1 for a transaction,34
1 charge in transaction,34
i just looked at my app and it seems i was charged extra why is that,34
why is there an extra pound charge that is pending,34
i was wrongfully charged one pound,34
why is there an extra fee charged,34
i just checked my statement and saw a 1 charge why is it there,34
there is an odd 1 charge that appears as pending on my statement whats the reason for that i havent purchased anything for a pound,34
why have i been charged an extra pound,34
i think i may have been charged 1 extra on my app could you provide some insight as to why this may have happened,34
why do i see an extra 1 charge on my statement,34
is the 1 pound charge i can see an error or an incorrect entry,34
why did i get a 1 extra fee on the statement,34
why was i charged 1 in a transaction,34
why is there a service fee on my statement,34
my statement shows a 1 purchase pending i do not remember making this purchase please let me know what this is about,34
i am seeing and extra 1 charged to my account and wanted to know about it,34
why did you charge me extra,34
an extra pound was charged,34
i got billed an extra pound,34
why do i see an extra fee on my statement,34
there must have been a mistake why was i charged an extra pound,34
when i look at my statement there is an extra fee that is for what,34
there is an extra small charge on my card what do i do,34
i looked at my statement and there is a charge for 1 that i dont recognize why is it on there,34
i got a 1 extra fee in my statement,34
what is the extra fee on my statement,34
why have i been charged an extra 1,34
in my statement i got a 1 extra fee,34
why is there a charge for 1 on my account,34
on my statement there is a strange 1 charge that appears as pending whats causing that i havent purchased anything thats just a pound,34
what was the 1 fee i got,34
i see a charge of 1l i do not recognize on my statement,34
i was overcharged one extra pound,34
i noticed an extra pound charge,34
i have been charged an extra pound,34
why does my statement show a 1 charge on my account,34
why has my card been charged an extra pound,34
why does my statement have an extra fee,34
there is a 1 fee on my account i didnt authorize,34
i was made to pay an additional pound,34
i was charged an extra pound for no reason why is that,34
it appears i have a fee in my statement,34
when did i get a 1 extra fee on my statement,34
what is this fee debit on my account,34
i was charged an extra dollar on my account and would like to know the reason,34
what is this extra 1 fee about,34
i was overcharged a pound,34
why do i have an extra fee on my statement,34
what was the 1 charge for on my statement,34
i had a dollar charged to my account thats still pending and wanted to know what the charge is for,34
i was charged extra or a hidden fee when i purchased something from you whats the deal i didnt authorize that charge,34
what am i being charged an extra pound when i havent bought something worth that much,34
why was i charged a small amount,34
do you also have this extra fee on your statement,34
why did i get charged one pound seemingly randomly,34
why was i charged an extra pound,34
i am being charged a pound out of nowhere what is this,34
a pending charge of 1l appears on my statement please explain as i have not made a purchase for that amount,34
why did you guys charge me an extra 1,34
why was i charged more than i should have been,34
what is the fee on my statement for,34
hello there seems to be a billing mistake associated with my account my app was charged 1 more than it should have could you please explain why this may have happened,34
why is there a pending hold on one pound on my statement,34
i need some help figuring out what this strange payment is on my account its stays pending and wont go away,34
what is this 1 charge on my account,34
there is a 1 charge that appears as pending on my statement what is that i havent purchased anything for a pound there,34
why did a transaction i made charge me 1,34
there seems to be an additional charge of 1 on my statement what is the reason for this,34
i still have not received an answer as to why i was charged 100 in a transaction,34
why does my statement show an extra fee,34
theres an extra fee on my statement why is that,34
there is some odd 1 charge that appears as pending on my statement whats that about pretty sure i havent purchased anything for a pound there,34
there is a pending payment on my account that is very strange i dont remember making this and it wont go away can you help me figure this out,34
can you tell me about why the account i have was charged an extra 1,34
why does my statement contain an extra fee,34
can you tell me why i was charged 1 for a transaction,34
why is there an extra 1 fee in my statement,34
there is an extra charge on my account i didnt authorise its just 1 what is it,34
what is the dollar that i have pending on my statement there,34
i see an extra 1 charge on my statement why is this,34
can you please explain to me why there is an extra 1 fee in my statement,34
there is an unexplained 1 charge on my statement can you please explain this to me,34
how can i find out about an extra fee on my statement,34
hello i see that i have been charged an extra 1 on my app could you please provide me with a reason for this charge,34
in my statement there was an extra 1 fee,34
is there a reason theres an extra fee on my statement,34
what is this extra fee on my statement,34
what does the 1 fee mean,34
theres a 1 fee on my statement why,34
why was i charged an additional 1,34
i checked my statement and am being charged one pound where did this charge come from,34
i do not know why i was charged for the 1 transaction,34
i wanted to know about a pending dollar that is on my statement,34
im pretty frustrated about a pound charge that keeps showing up in my account statement its listed in the app as pending it never changes and now im thinking someones hacked my account,34
how come there is a 1 extra charge on my statement,34
i was charged an extra pound,34
there is a charge for an additional pound,34
there is a strange 1 charge that appears as pending on my statement whats the cause for that i havent purchased anything for a pound,34
i need to know what these extra charges are on my statement,34
how come there is an extra fee on my statement,34
why is there an extra charge of 1 dollar on my statement,34
i checked my statement and saw a charge of one pound where is this charge coming from,34
i dont understand why there is an extra 1 fee in my statement,34
why was i charged extra on my app,34
why was my account assessed a fee,34
there is an extra 1 charge on my app why did you charge me extra,34
why im i being charged an extra pound,34
the 100 has still not been reverted as indicated in the previous email,34
my statement shows and extra 1 that was charged to it and i would like to know why,34
there is an extra 1 charge on my statement why is that,34
is the 1 pound charge going to be reimbursed on my card,34
i see an extra 1 charge on my app why did it charge me extra,34
why is there a fee added to my statement,34
why would there be an extra charge on my app,34
there is a charge for 1 on my statement i do not think that i bought anything that costed 1 what is going on,34
why does my transaction have an added fee,34
there is an extra 1 charge on my app why did it charge me extra,34
why is there an additional fee showing on the statement i received,34
how come i was charged a transaction of 1,34
please explain the charge of 1l in error i have purchased nothing in this amount,34
where did the 1 fee in my statement come from,34
what is this random charge of one pound doing on my account,34
i had to pay one pound more than the set price,34
my statement is showing an extra 1 charge and i am unsure why is there an explanation for this,34
do i have a 1 extra fee on the statement,34
why is it showing that my account has been charged a dollar that is showing as pending,34
i do not understand why there is a pending 1 charge on my statement i do not recall making this transaction can you please tell me what this is about,34
my statement shows an extra fee what is it,34
what is this 1 charge,34
how long will the 1 charge show as pending,34
